id,resource_type
17271,resource_type 2
4116,resource_type 2
8393,resource_type 2
18300,resource_type 2
9447,resource_type 2
11418,resource_type 2
8305,resource_type 2
274,resource_type 2
4393,resource_type 2
16897,resource_type 2
8710,resource_type 2
1021,resource_type 2
16871,resource_type 2
6280,resource_type 2
16397,resource_type 2
8549,resource_type 2
11777,resource_type 2
3720,resource_type 2
3101,resource_type 2
7694,resource_type 2
10194,resource_type 2
11507,resource_type 2
10414,resource_type 2
5152,resource_type 2
14083,resource_type 2
15167,resource_type 2
1003,resource_type 2
11695,resource_type 2
15186,resource_type 2
13738,resource_type 2
10853,resource_type 2
4736,resource_type 2
12412,resource_type 2
5664,resource_type 2
10847,resource_type 2
5467,resource_type 2
1115,resource_type 2
3653,resource_type 2
13735,resource_type 2
2775,resource_type 2
16592,resource_type 2
10737,resource_type 2
14756,resource_type 2
786,resource_type 2
17570,resource_type 2
2259,resource_type 2
4456,resource_type 2
11823,resource_type 2
2469,resource_type 2
13259,resource_type 2
1564,resource_type 2
14268,resource_type 2
10620,resource_type 2
3463,resource_type 2
15379,resource_type 2
9273,resource_type 2
16485,resource_type 2
8256,resource_type 2
5031,resource_type 2
15042,resource_type 2
3126,resource_type 2
15051,resource_type 2
7915,resource_type 2
6432,resource_type 2
11665,resource_type 2
2596,resource_type 2
8437,resource_type 2
16730,resource_type 2
1239,resource_type 2
11888,resource_type 2
17076,resource_type 2
9934,resource_type 2
4921,resource_type 2
16840,resource_type 2
12350,resource_type 2
15856,resource_type 2
8904,resource_type 2
3542,resource_type 2
12911,resource_type 2
405,resource_type 2
13566,resource_type 2
5795,resource_type 2
10967,resource_type 2
14480,resource_type 2
236,resource_type 2
9027,resource_type 2
11906,resource_type 2
6097,resource_type 2
12558,resource_type 2
14173,resource_type 2
5293,resource_type 2
10746,resource_type 2
4864,resource_type 2
9346,resource_type 2
5620,resource_type 2
8502,resource_type 2
16383,resource_type 2
2969,resource_type 2
4498,resource_type 2
9830,resource_type 2
1584,resource_type 2
4523,resource_type 2
9861,resource_type 2
1700,resource_type 2
2988,resource_type 2
12033,resource_type 2
1090,resource_type 2
9595,resource_type 2
1266,resource_type 2
14250,resource_type 2
16936,resource_type 2
12897,resource_type 2
6751,resource_type 2
12476,resource_type 2
7661,resource_type 2
10616,resource_type 2
16180,resource_type 2
18134,resource_type 2
6504,resource_type 2
16172,resource_type 8
16172,resource_type 2
2203,resource_type 2
3317,resource_type 2
1959,resource_type 2
14290,resource_type 2
15374,resource_type 2
2675,resource_type 2
16207,resource_type 2
6871,resource_type 2
9381,resource_type 8
9381,resource_type 2
12705,resource_type 2
13474,resource_type 2
10705,resource_type 2
12760,resource_type 2
13830,resource_type 2
4896,resource_type 8
4896,resource_type 2
16238,resource_type 2
9697,resource_type 2
9697,resource_type 8
3345,resource_type 2
666,resource_type 2
11409,resource_type 2
2231,resource_type 2
4763,resource_type 8
13025,resource_type 2
13624,resource_type 2
7911,resource_type 2
6368,resource_type 2
5061,resource_type 2
10362,resource_type 2
3721,resource_type 2
12177,resource_type 2
931,resource_type 2
2911,resource_type 2
2911,resource_type 8
7475,resource_type 2
7475,resource_type 8
13985,resource_type 2
6915,resource_type 2
15243,resource_type 2
15671,resource_type 2
4370,resource_type 2
1154,resource_type 2
1154,resource_type 8
8719,resource_type 2
12195,resource_type 2
17928,resource_type 2
9385,resource_type 2
943,resource_type 2
15822,resource_type 2
9606,resource_type 2
7724,resource_type 2
18514,resource_type 2
1725,resource_type 2
7392,resource_type 2
7649,resource_type 2
7430,resource_type 2
9494,resource_type 2
3503,resource_type 2
497,resource_type 2
89,resource_type 2
10198,resource_type 2
3068,resource_type 2
16001,resource_type 2
6810,resource_type 2
968,resource_type 2
718,resource_type 8
718,resource_type 2
9942,resource_type 2
13422,resource_type 2
8660,resource_type 2
8014,resource_type 2
6145,resource_type 2
5390,resource_type 2
6933,resource_type 2
17518,resource_type 2
8340,resource_type 2
13924,resource_type 2
18101,resource_type 2
12632,resource_type 2
2934,resource_type 2
12726,resource_type 2
3578,resource_type 2
12820,resource_type 2
8092,resource_type 2
432,resource_type 2
7252,resource_type 2
5238,resource_type 2
7587,resource_type 2
11635,resource_type 2
6953,resource_type 2
16969,resource_type 2
3513,resource_type 2
17164,resource_type 2
6908,resource_type 2
1792,resource_type 2
6350,resource_type 2
4077,resource_type 2
5331,resource_type 2
4003,resource_type 2
17836,resource_type 2
11228,resource_type 2
5596,resource_type 2
6100,resource_type 2
9465,resource_type 2
10915,resource_type 2
14225,resource_type 2
18259,resource_type 2
12890,resource_type 2
14330,resource_type 2
2671,resource_type 2
10587,resource_type 2
2901,resource_type 2
13749,resource_type 2
23,resource_type 2
9616,resource_type 2
11638,resource_type 2
16358,resource_type 2
16749,resource_type 2
7822,resource_type 2
10299,resource_type 2
14587,resource_type 2
17772,resource_type 8
17772,resource_type 2
154,resource_type 2
330,resource_type 2
3342,resource_type 2
14640,resource_type 2
11490,resource_type 2
17327,resource_type 2
4780,resource_type 2
16888,resource_type 2
2762,resource_type 2
17234,resource_type 2
10834,resource_type 8
9209,resource_type 9
9209,resource_type 3
13050,resource_type 3
9634,resource_type 9
9634,resource_type 3
3224,resource_type 2
3224,resource_type 9
15877,resource_type 3
6518,resource_type 2
9936,resource_type 2
17281,resource_type 2
6430,resource_type 2
7456,resource_type 2
11084,resource_type 2
9144,resource_type 2
15235,resource_type 2
1238,resource_type 2
9741,resource_type 8
9741,resource_type 2
3443,resource_type 2
12083,resource_type 2
16833,resource_type 2
5354,resource_type 8
5354,resource_type 2
9418,resource_type 2
6015,resource_type 2
1575,resource_type 2
18512,resource_type 2
115,resource_type 2
17919,resource_type 2
1605,resource_type 2
9698,resource_type 2
5581,resource_type 2
7482,resource_type 2
10792,resource_type 2
14161,resource_type 2
3515,resource_type 2
10075,resource_type 2
9816,resource_type 2
4213,resource_type 2
2445,resource_type 2
12410,resource_type 2
16831,resource_type 2
8088,resource_type 2
9948,resource_type 2
8131,resource_type 2
12210,resource_type 2
1476,resource_type 2
4785,resource_type 8
4785,resource_type 2
16389,resource_type 2
4234,resource_type 2
14503,resource_type 2
13193,resource_type 2
2682,resource_type 2
12218,resource_type 2
1537,resource_type 2
12430,resource_type 2
9265,resource_type 2
9265,resource_type 8
17367,resource_type 2
18468,resource_type 2
7442,resource_type 2
426,resource_type 2
13128,resource_type 2
9427,resource_type 2
4455,resource_type 2
4996,resource_type 2
6502,resource_type 2
10225,resource_type 2
3956,resource_type 2
7464,resource_type 2
2678,resource_type 2
13311,resource_type 2
16607,resource_type 2
5159,resource_type 2
13125,resource_type 2
4726,resource_type 2
14379,resource_type 2
13508,resource_type 2
9355,resource_type 2
9712,resource_type 2
17726,resource_type 2
16570,resource_type 3
2004,resource_type 3
15355,resource_type 3
7215,resource_type 2
11392,resource_type 2
8949,resource_type 2
3577,resource_type 2
5132,resource_type 2
3318,resource_type 2
10541,resource_type 2
9814,resource_type 2
3704,resource_type 2
15717,resource_type 2
3677,resource_type 2
4528,resource_type 2
15932,resource_type 2
12024,resource_type 2
3103,resource_type 2
10153,resource_type 2
7887,resource_type 2
4483,resource_type 2
5151,resource_type 2
1648,resource_type 2
11924,resource_type 2
4297,resource_type 2
8421,resource_type 2
13061,resource_type 2
13980,resource_type 2
8073,resource_type 2
3301,resource_type 2
5546,resource_type 2
5778,resource_type 2
3627,resource_type 2
17808,resource_type 2
17147,resource_type 2
12973,resource_type 2
18235,resource_type 2
6245,resource_type 2
230,resource_type 2
8609,resource_type 2
15774,resource_type 2
12455,resource_type 2
1433,resource_type 2
10673,resource_type 2
15038,resource_type 2
9069,resource_type 2
17355,resource_type 2
14054,resource_type 2
17604,resource_type 2
17186,resource_type 2
13418,resource_type 2
1949,resource_type 2
13933,resource_type 2
5729,resource_type 2
2776,resource_type 2
1214,resource_type 2
3773,resource_type 2
15269,resource_type 2
15286,resource_type 2
8172,resource_type 2
918,resource_type 2
12492,resource_type 2
2319,resource_type 8
2319,resource_type 2
13114,resource_type 2
3662,resource_type 2
14176,resource_type 2
12491,resource_type 2
14742,resource_type 2
9282,resource_type 2
1577,resource_type 2
1524,resource_type 2
5189,resource_type 2
11511,resource_type 2
745,resource_type 2
9734,resource_type 2
3669,resource_type 2
11667,resource_type 2
11667,resource_type 8
4745,resource_type 2
4114,resource_type 8
8825,resource_type 2
14193,resource_type 2
2686,resource_type 2
10804,resource_type 2
6155,resource_type 2
13445,resource_type 2
13677,resource_type 2
5094,resource_type 2
5094,resource_type 8
14015,resource_type 8
14015,resource_type 2
16110,resource_type 2
15061,resource_type 2
7849,resource_type 2
9348,resource_type 2
14658,resource_type 2
7516,resource_type 2
16529,resource_type 2
9349,resource_type 2
17546,resource_type 2
3809,resource_type 2
11918,resource_type 2
3642,resource_type 2
6238,resource_type 2
13610,resource_type 2
8656,resource_type 2
3817,resource_type 2
1244,resource_type 2
3346,resource_type 2
18262,resource_type 2
15782,resource_type 2
16458,resource_type 2
8221,resource_type 2
6338,resource_type 2
4739,resource_type 2
5793,resource_type 2
18233,resource_type 2
12774,resource_type 2
12774,resource_type 8
11484,resource_type 2
15419,resource_type 2
11064,resource_type 2
1818,resource_type 2
18548,resource_type 2
16182,resource_type 2
15230,resource_type 2
13778,resource_type 2
13619,resource_type 2
13619,resource_type 8
8748,resource_type 2
1124,resource_type 2
9498,resource_type 2
9498,resource_type 8
7942,resource_type 2
11049,resource_type 2
16955,resource_type 2
500,resource_type 2
10257,resource_type 2
14497,resource_type 2
4199,resource_type 8
4199,resource_type 2
3297,resource_type 2
12742,resource_type 2
4565,resource_type 2
12600,resource_type 2
17503,resource_type 2
11077,resource_type 2
14116,resource_type 2
17485,resource_type 2
4638,resource_type 2
10656,resource_type 2
17203,resource_type 2
12300,resource_type 2
11296,resource_type 2
16565,resource_type 2
4086,resource_type 2
12793,resource_type 2
14421,resource_type 2
18212,resource_type 2
5357,resource_type 2
4246,resource_type 2
9949,resource_type 2
6045,resource_type 2
12306,resource_type 2
16188,resource_type 2
2245,resource_type 2
10302,resource_type 2
16830,resource_type 2
9433,resource_type 2
12415,resource_type 2
16183,resource_type 2
6477,resource_type 2
10251,resource_type 2
259,resource_type 2
869,resource_type 2
7189,resource_type 2
13572,resource_type 2
15511,resource_type 2
3029,resource_type 2
7982,resource_type 2
9763,resource_type 2
9297,resource_type 2
16484,resource_type 2
13719,resource_type 2
12787,resource_type 2
16316,resource_type 2
10232,resource_type 2
7986,resource_type 2
15363,resource_type 2
10352,resource_type 2
10623,resource_type 2
2429,resource_type 2
13697,resource_type 2
15194,resource_type 2
15918,resource_type 2
2875,resource_type 2
10787,resource_type 8
12940,resource_type 2
1290,resource_type 2
3597,resource_type 2
10507,resource_type 8
14375,resource_type 2
9914,resource_type 2
61,resource_type 2
5166,resource_type 2
13264,resource_type 2
5900,resource_type 8
16975,resource_type 2
9775,resource_type 2
9872,resource_type 2
10723,resource_type 8
10723,resource_type 2
3222,resource_type 8
3222,resource_type 2
7263,resource_type 2
9183,resource_type 2
14966,resource_type 2
3552,resource_type 2
10706,resource_type 8
12827,resource_type 2
16219,resource_type 2
1752,resource_type 2
17496,resource_type 2
17315,resource_type 8
17315,resource_type 2
6120,resource_type 8
6120,resource_type 2
13120,resource_type 8
13120,resource_type 2
17766,resource_type 2
17766,resource_type 8
572,resource_type 2
2366,resource_type 2
2366,resource_type 8
2297,resource_type 2
2297,resource_type 8
12998,resource_type 2
920,resource_type 2
9072,resource_type 2
1672,resource_type 2
11702,resource_type 2
7873,resource_type 2
7873,resource_type 8
9927,resource_type 8
9927,resource_type 2
4807,resource_type 8
4807,resource_type 2
5990,resource_type 2
13319,resource_type 8
7241,resource_type 2
9086,resource_type 2
9086,resource_type 8
15457,resource_type 2
15457,resource_type 8
18033,resource_type 2
1336,resource_type 2
3527,resource_type 2
14338,resource_type 2
8301,resource_type 2
18286,resource_type 8
7800,resource_type 2
12955,resource_type 2
11521,resource_type 2
13037,resource_type 2
5883,resource_type 2
13471,resource_type 2
14671,resource_type 2
1013,resource_type 2
4129,resource_type 2
518,resource_type 2
502,resource_type 2
502,resource_type 8
16435,resource_type 2
2415,resource_type 2
9904,resource_type 2
16862,resource_type 2
14417,resource_type 2
2935,resource_type 2
10274,resource_type 2
11678,resource_type 2
13118,resource_type 2
1809,resource_type 2
8492,resource_type 2
13555,resource_type 2
1099,resource_type 2
5378,resource_type 2
7767,resource_type 2
16276,resource_type 2
41,resource_type 2
17224,resource_type 2
6071,resource_type 2
14955,resource_type 2
3469,resource_type 2
7441,resource_type 2
12639,resource_type 2
2304,resource_type 2
4004,resource_type 2
3862,resource_type 2
5648,resource_type 2
326,resource_type 2
5762,resource_type 2
8086,resource_type 2
11433,resource_type 2
7539,resource_type 2
162,resource_type 2
6177,resource_type 2
7523,resource_type 2
7229,resource_type 2
3093,resource_type 2
4981,resource_type 2
2309,resource_type 2
3444,resource_type 2
14298,resource_type 2
1733,resource_type 2
9102,resource_type 2
14769,resource_type 2
17015,resource_type 2
13727,resource_type 2
18264,resource_type 2
15056,resource_type 2
356,resource_type 2
16684,resource_type 2
164,resource_type 2
12730,resource_type 2
15623,resource_type 2
16708,resource_type 2
8568,resource_type 2
14871,resource_type 8
14871,resource_type 2
13557,resource_type 2
2433,resource_type 2
18385,resource_type 2
9659,resource_type 2
1734,resource_type 2
10151,resource_type 2
17303,resource_type 2
9641,resource_type 2
12144,resource_type 2
5006,resource_type 2
9211,resource_type 2
2367,resource_type 2
13802,resource_type 2
17788,resource_type 2
18241,resource_type 2
4882,resource_type 2
245,resource_type 2
5582,resource_type 8
5582,resource_type 2
13275,resource_type 2
4802,resource_type 2
9054,resource_type 2
7795,resource_type 2
12964,resource_type 2
10365,resource_type 2
18054,resource_type 2
6782,resource_type 2
9248,resource_type 2
1853,resource_type 2
2868,resource_type 2
8778,resource_type 2
12623,resource_type 2
10891,resource_type 2
12917,resource_type 2
15726,resource_type 2
16428,resource_type 2
285,resource_type 2
4322,resource_type 2
15080,resource_type 2
4659,resource_type 2
9525,resource_type 2
8614,resource_type 2
15759,resource_type 2
7069,resource_type 2
7069,resource_type 8
9388,resource_type 2
12272,resource_type 2
12028,resource_type 2
7100,resource_type 2
17266,resource_type 2
4371,resource_type 2
7870,resource_type 2
11523,resource_type 2
8526,resource_type 2
12435,resource_type 2
16734,resource_type 2
13027,resource_type 2
1936,resource_type 2
11047,resource_type 2
13992,resource_type 2
278,resource_type 2
11575,resource_type 2
16246,resource_type 2
2887,resource_type 2
5858,resource_type 2
2328,resource_type 2
14959,resource_type 2
2823,resource_type 2
3347,resource_type 2
12583,resource_type 8
12310,resource_type 2
3751,resource_type 8
7956,resource_type 8
4433,resource_type 8
17791,resource_type 8
17791,resource_type 2
16767,resource_type 2
14686,resource_type 8
14686,resource_type 2
6192,resource_type 8
1302,resource_type 2
2827,resource_type 2
10361,resource_type 2
1412,resource_type 2
8448,resource_type 8
8448,resource_type 2
43,resource_type 2
14159,resource_type 2
14372,resource_type 2
9154,resource_type 2
5024,resource_type 2
3169,resource_type 2
4825,resource_type 2
2032,resource_type 2
4909,resource_type 2
12242,resource_type 2
12907,resource_type 2
6512,resource_type 2
11621,resource_type 2
11666,resource_type 2
17956,resource_type 2
8258,resource_type 2
10779,resource_type 2
6845,resource_type 2
5985,resource_type 2
9832,resource_type 2
7032,resource_type 2
16658,resource_type 2
12930,resource_type 2
16265,resource_type 2
3416,resource_type 2
8344,resource_type 2
10619,resource_type 2
1410,resource_type 2
16061,resource_type 2
16523,resource_type 8
16523,resource_type 2
559,resource_type 2
17084,resource_type 2
16849,resource_type 2
11987,resource_type 2
11987,resource_type 8
4538,resource_type 2
11573,resource_type 2
7564,resource_type 2
13644,resource_type 2
7449,resource_type 2
8439,resource_type 2
2318,resource_type 8
2318,resource_type 2
12703,resource_type 2
2151,resource_type 2
4668,resource_type 2
3042,resource_type 2
5231,resource_type 2
5424,resource_type 2
18329,resource_type 2
2060,resource_type 2
5403,resource_type 2
11541,resource_type 2
5505,resource_type 2
4518,resource_type 2
15898,resource_type 2
17428,resource_type 2
15893,resource_type 2
8916,resource_type 2
4090,resource_type 2
4567,resource_type 2
4749,resource_type 2
1892,resource_type 2
5435,resource_type 2
10863,resource_type 2
1042,resource_type 2
9633,resource_type 8
9633,resource_type 2
11040,resource_type 2
1158,resource_type 2
4182,resource_type 2
13497,resource_type 8
11689,resource_type 2
5432,resource_type 2
4980,resource_type 2
14973,resource_type 2
11716,resource_type 2
11733,resource_type 2
15651,resource_type 2
17504,resource_type 2
11984,resource_type 2
10384,resource_type 2
13858,resource_type 2
10031,resource_type 2
7393,resource_type 2
9590,resource_type 2
6786,resource_type 2
6107,resource_type 2
74,resource_type 2
10032,resource_type 2
2708,resource_type 2
11940,resource_type 2
5849,resource_type 2
13316,resource_type 2
8781,resource_type 2
10101,resource_type 2
410,resource_type 2
5511,resource_type 8
5511,resource_type 2
16920,resource_type 2
13554,resource_type 2
15975,resource_type 2
15393,resource_type 2
6304,resource_type 2
14104,resource_type 2
8894,resource_type 2
12007,resource_type 2
16550,resource_type 2
5550,resource_type 2
2879,resource_type 2
734,resource_type 2
3320,resource_type 2
958,resource_type 2
6797,resource_type 2
703,resource_type 2
9365,resource_type 2
8822,resource_type 2
13649,resource_type 2
14024,resource_type 2
811,resource_type 2
9475,resource_type 2
9665,resource_type 2
17030,resource_type 2
15015,resource_type 2
8244,resource_type 2
1741,resource_type 2
11649,resource_type 2
1874,resource_type 2
7979,resource_type 2
6256,resource_type 2
5226,resource_type 2
13675,resource_type 2
13675,resource_type 8
10821,resource_type 2
5786,resource_type 2
4321,resource_type 2
10579,resource_type 2
12444,resource_type 2
9645,resource_type 2
10862,resource_type 2
1287,resource_type 2
6804,resource_type 2
8295,resource_type 2
11214,resource_type 2
3030,resource_type 2
7091,resource_type 2
14596,resource_type 2
8238,resource_type 2
1223,resource_type 8
1223,resource_type 2
13133,resource_type 2
14144,resource_type 2
13437,resource_type 2
12292,resource_type 2
4383,resource_type 2
2665,resource_type 2
13782,resource_type 2
12779,resource_type 2
14386,resource_type 2
9791,resource_type 8
9791,resource_type 2
10709,resource_type 2
12659,resource_type 2
16195,resource_type 8
16195,resource_type 2
14231,resource_type 2
17613,resource_type 8
17613,resource_type 2
3489,resource_type 2
5601,resource_type 2
3033,resource_type 2
11014,resource_type 2
1077,resource_type 2
644,resource_type 2
12870,resource_type 2
185,resource_type 2
3160,resource_type 2
6650,resource_type 2
4914,resource_type 2
14556,resource_type 2
8664,resource_type 2
14137,resource_type 2
7154,resource_type 2
483,resource_type 2
9389,resource_type 2
3728,resource_type 2
18171,resource_type 2
10565,resource_type 2
15263,resource_type 2
8265,resource_type 2
13816,resource_type 3
7993,resource_type 9
7993,resource_type 3
9759,resource_type 9
9759,resource_type 3
6661,resource_type 3
6661,resource_type 9
639,resource_type 9
16253,resource_type 3
16253,resource_type 9
15044,resource_type 9
15044,resource_type 3
6434,resource_type 2
6434,resource_type 9
6271,resource_type 9
6271,resource_type 3
8918,resource_type 9
4779,resource_type 3
4779,resource_type 9
7378,resource_type 2
7378,resource_type 9
7378,resource_type 3
7378,resource_type 5
7378,resource_type 8
10725,resource_type 2
8287,resource_type 2
6084,resource_type 2
14266,resource_type 2
14266,resource_type 8
641,resource_type 2
641,resource_type 8
17387,resource_type 2
15795,resource_type 2
161,resource_type 2
4023,resource_type 2
1750,resource_type 2
10752,resource_type 2
6761,resource_type 2
17300,resource_type 2
14204,resource_type 2
4627,resource_type 2
9226,resource_type 2
335,resource_type 2
2345,resource_type 2
576,resource_type 2
17662,resource_type 2
7320,resource_type 2
13476,resource_type 8
13476,resource_type 2
3096,resource_type 2
12160,resource_type 2
11170,resource_type 2
1501,resource_type 2
8766,resource_type 2
11250,resource_type 2
16631,resource_type 2
18240,resource_type 2
3039,resource_type 2
7342,resource_type 2
12027,resource_type 2
2038,resource_type 2
10965,resource_type 2
15136,resource_type 2
15066,resource_type 2
4180,resource_type 2
6229,resource_type 2
14981,resource_type 2
10311,resource_type 2
3363,resource_type 2
512,resource_type 2
12617,resource_type 2
17391,resource_type 2
12047,resource_type 2
8928,resource_type 2
7793,resource_type 2
6048,resource_type 2
15002,resource_type 2
6907,resource_type 2
14235,resource_type 2
6286,resource_type 2
4289,resource_type 2
2294,resource_type 2
17682,resource_type 2
7072,resource_type 2
2391,resource_type 2
2551,resource_type 2
4017,resource_type 2
8167,resource_type 2
1975,resource_type 2
1416,resource_type 2
7623,resource_type 2
15859,resource_type 2
6866,resource_type 2
7120,resource_type 2
249,resource_type 2
15109,resource_type 2
16114,resource_type 8
16114,resource_type 2
8008,resource_type 2
4270,resource_type 2
17048,resource_type 2
13355,resource_type 2
2098,resource_type 2
8686,resource_type 2
15607,resource_type 2
12619,resource_type 2
12118,resource_type 2
11641,resource_type 2
4626,resource_type 2
5351,resource_type 2
15115,resource_type 2
2778,resource_type 2
9679,resource_type 2
1032,resource_type 2
14481,resource_type 2
16080,resource_type 2
5622,resource_type 2
2657,resource_type 2
8977,resource_type 2
5840,resource_type 2
14879,resource_type 2
8061,resource_type 2
444,resource_type 2
9312,resource_type 2
1887,resource_type 2
3376,resource_type 2
15262,resource_type 2
10346,resource_type 2
13628,resource_type 2
13283,resource_type 2
5812,resource_type 2
12134,resource_type 2
10000,resource_type 2
8867,resource_type 2
11175,resource_type 2
152,resource_type 2
8737,resource_type 2
8387,resource_type 2
13286,resource_type 2
11310,resource_type 2
14905,resource_type 2
17739,resource_type 2
3014,resource_type 2
12672,resource_type 2
15527,resource_type 2
11333,resource_type 2
12733,resource_type 2
5496,resource_type 3
9373,resource_type 3
9373,resource_type 8
9373,resource_type 5
7561,resource_type 3
6717,resource_type 2
6944,resource_type 3
6772,resource_type 3
15237,resource_type 3
13389,resource_type 2
10499,resource_type 3
9677,resource_type 8
9677,resource_type 5
9677,resource_type 3
14869,resource_type 2
5996,resource_type 2
3240,resource_type 2
8484,resource_type 2
856,resource_type 2
1673,resource_type 2
7689,resource_type 2
3690,resource_type 2
2251,resource_type 2
12945,resource_type 2
14610,resource_type 2
8547,resource_type 2
8341,resource_type 2
371,resource_type 2
14257,resource_type 2
6,resource_type 2
10870,resource_type 2
10870,resource_type 8
12795,resource_type 2
8795,resource_type 2
1028,resource_type 2
8550,resource_type 2
18315,resource_type 2
5127,resource_type 2
10451,resource_type 2
10309,resource_type 2
17094,resource_type 2
16000,resource_type 2
3217,resource_type 2
15930,resource_type 2
6059,resource_type 2
9251,resource_type 8
9251,resource_type 2
3835,resource_type 2
4584,resource_type 2
8932,resource_type 2
18420,resource_type 2
12906,resource_type 2
13006,resource_type 2
9850,resource_type 2
6481,resource_type 2
6039,resource_type 2
16033,resource_type 2
11932,resource_type 2
17467,resource_type 2
18461,resource_type 8
11431,resource_type 8
2106,resource_type 8
2106,resource_type 2
4031,resource_type 8
1815,resource_type 8
7971,resource_type 8
7971,resource_type 2
1923,resource_type 8
2611,resource_type 8
1905,resource_type 2
2625,resource_type 2
2122,resource_type 2
15019,resource_type 2
2218,resource_type 2
15114,resource_type 2
11731,resource_type 2
11052,resource_type 2
12966,resource_type 2
18430,resource_type 2
16699,resource_type 2
13898,resource_type 2
9855,resource_type 2
12120,resource_type 2
5751,resource_type 2
10496,resource_type 2
12921,resource_type 2
9128,resource_type 2
13109,resource_type 2
11383,resource_type 2
8306,resource_type 2
4839,resource_type 2
6400,resource_type 2
16780,resource_type 2
11167,resource_type 2
8833,resource_type 2
14089,resource_type 8
4982,resource_type 2
15444,resource_type 2
195,resource_type 2
6755,resource_type 2
9793,resource_type 2
15443,resource_type 2
15443,resource_type 8
16322,resource_type 2
9708,resource_type 2
2965,resource_type 2
1172,resource_type 2
5579,resource_type 2
16271,resource_type 2
8424,resource_type 2
5123,resource_type 2
669,resource_type 2
11598,resource_type 2
5313,resource_type 2
3340,resource_type 2
17313,resource_type 2
630,resource_type 2
351,resource_type 2
17451,resource_type 2
17451,resource_type 8
14693,resource_type 2
8948,resource_type 2
10876,resource_type 2
6930,resource_type 2
9493,resource_type 2
1490,resource_type 2
17886,resource_type 8
11223,resource_type 2
5903,resource_type 2
16531,resource_type 2
3305,resource_type 2
12223,resource_type 2
5760,resource_type 2
3168,resource_type 2
10843,resource_type 8
10843,resource_type 2
9143,resource_type 2
13410,resource_type 2
13410,resource_type 8
109,resource_type 2
1764,resource_type 2
1108,resource_type 2
6673,resource_type 2
13058,resource_type 2
892,resource_type 2
5246,resource_type 2
13374,resource_type 2
2710,resource_type 2
671,resource_type 2
17444,resource_type 2
2478,resource_type 2
18478,resource_type 2
171,resource_type 2
16583,resource_type 2
10955,resource_type 2
4818,resource_type 2
10007,resource_type 2
12038,resource_type 2
6576,resource_type 2
5394,resource_type 2
7735,resource_type 8
6322,resource_type 8
6322,resource_type 5
9151,resource_type 8
2249,resource_type 2
11923,resource_type 2
14526,resource_type 2
10884,resource_type 8
15020,resource_type 2
9431,resource_type 2
18516,resource_type 2
4519,resource_type 2
10154,resource_type 2
13086,resource_type 2
13713,resource_type 2
9437,resource_type 2
13090,resource_type 2
6864,resource_type 8
6864,resource_type 2
16535,resource_type 8
17834,resource_type 2
17834,resource_type 8
10355,resource_type 2
10355,resource_type 8
3445,resource_type 2
3445,resource_type 8
9343,resource_type 2
6116,resource_type 8
6116,resource_type 2
14117,resource_type 2
14117,resource_type 8
7095,resource_type 2
281,resource_type 2
17559,resource_type 2
11652,resource_type 8
15378,resource_type 2
5014,resource_type 2
10529,resource_type 2
13242,resource_type 2
12433,resource_type 2
15905,resource_type 2
18504,resource_type 2
1991,resource_type 2
10491,resource_type 2
1664,resource_type 2
14340,resource_type 2
2007,resource_type 2
11386,resource_type 2
5137,resource_type 2
15605,resource_type 2
15254,resource_type 2
7041,resource_type 2
15422,resource_type 2
6239,resource_type 2
4971,resource_type 2
73,resource_type 2
15244,resource_type 2
3928,resource_type 2
10320,resource_type 2
2559,resource_type 2
9815,resource_type 8
9815,resource_type 2
2416,resource_type 2
4504,resource_type 8
4504,resource_type 2
11946,resource_type 2
11229,resource_type 2
16109,resource_type 2
1024,resource_type 2
14522,resource_type 2
10738,resource_type 2
16811,resource_type 2
15160,resource_type 8
3485,resource_type 8
4013,resource_type 2
9952,resource_type 2
18287,resource_type 8
4588,resource_type 2
4588,resource_type 8
5294,resource_type 2
5294,resource_type 8
14277,resource_type 8
2918,resource_type 8
2918,resource_type 2
18265,resource_type 2
18265,resource_type 8
1487,resource_type 8
678,resource_type 2
17201,resource_type 2
16774,resource_type 2
18455,resource_type 2
5570,resource_type 2
14855,resource_type 2
1587,resource_type 2
56,resource_type 2
16394,resource_type 2
7138,resource_type 2
7138,resource_type 8
17959,resource_type 2
6670,resource_type 2
12514,resource_type 2
18284,resource_type 2
14046,resource_type 2
14046,resource_type 8
7656,resource_type 8
5847,resource_type 2
17987,resource_type 2
10140,resource_type 2
10140,resource_type 8
16228,resource_type 2
3754,resource_type 2
11800,resource_type 2
5491,resource_type 8
17331,resource_type 2
12643,resource_type 2
7671,resource_type 2
1739,resource_type 2
14437,resource_type 2
14465,resource_type 2
108,resource_type 2
6260,resource_type 2
4390,resource_type 2
4475,resource_type 2
4173,resource_type 2
17565,resource_type 2
3803,resource_type 8
12898,resource_type 2
4099,resource_type 2
3024,resource_type 8
4560,resource_type 2
13854,resource_type 2
17363,resource_type 2
17363,resource_type 8
10602,resource_type 2
17346,resource_type 2
1719,resource_type 2
5082,resource_type 2
18257,resource_type 2
18103,resource_type 2
24,resource_type 2
15963,resource_type 2
993,resource_type 8
17642,resource_type 2
9990,resource_type 2
11553,resource_type 2
7218,resource_type 2
4310,resource_type 2
4310,resource_type 8
18031,resource_type 2
18031,resource_type 8
7521,resource_type 2
6121,resource_type 2
16958,resource_type 2
